ano,id_municipio,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss,nota,ranking,valor_extracao_vegetal_total
2016,1508209,Amazônia,384.51513,219.9,129.5,16.5,18.6,365883.0,18583.0,347300.0,63525.0,21218.0,107288.0,155268.0,,,295.0
2018,1508209,Amazônia,384.51513,220.2,129.2,16.5,18.6,382251.0,17982.0,364269.0,67463.0,17038.0,105322.0,174446.0,,,362.0
2007,1508209,Amazônia,384.51513,215.5,133.9,16.5,18.6,136388.0,7199.0,129189.0,23440.0,17089.0,37804.0,50856.0,,,484.0
2013,1508209,Amazônia,384.51513,218.4,131.0,16.5,18.6,279435.0,11970.0,267466.0,61476.0,14915.0,78392.0,112682.0,,,365.0
2004,1508209,Amazônia,384.51513,209.6,139.8,16.5,18.6,93529.0,5024.0,88505.0,18470.0,14293.0,24636.0,31107.0,,,372.0
2006,1508209,Amazônia,384.51513,214.7,134.7,16.5,18.6,122966.0,6961.0,116006.0,23610.0,17223.0,32628.0,42544.0,,,403.0
2020,1508209,Amazônia,384.51513,220.9,128.5,16.5,18.6,419520.0,25089.0,394431.0,75239.0,16061.0,113347.0,189785.0,6.22,362.0,371.0
2010,1508209,Amazônia,384.51513,217.4,132.0,16.5,18.6,180174.0,8705.0,171469.0,32976.0,8538.0,51789.0,78166.0,,,453.0
2012,1508209,Amazônia,384.51513,217.8,131.6,16.5,18.6,252285.0,13746.0,238539.0,53701.0,-5648.0,85453.0,105032.0,,,495.0
2005,1508209,Amazônia,384.51513,211.9,137.5,16.5,18.6,109079.0,6215.0,102864.0,20604.0,16853.0,28751.0,36656.0,,,381.0
2009,1508209,Amazônia,384.51513,217.1,132.3,16.5,18.6,176414.0,10397.0,166016.0,28949.0,17022.0,49913.0,70132.0,,,363.0
2003,1508209,Amazônia,384.51513,208.2,141.2,16.5,18.6,92256.0,4544.0,87712.0,29831.0,8834.0,20376.0,28671.0,,,373.0
2002,1508209,Amazônia,384.51513,194.3,155.1,16.5,18.6,67899.0,2900.0,64999.0,15686.0,4068.0,18578.0,26666.0,,,303.0
2017,1508209,Amazônia,384.51513,220.1,129.3,16.5,18.6,373305.0,17884.0,355421.0,66580.0,16184.0,101967.0,170690.0,,,382.0
2021,1508209,Amazônia,384.51513,221.2,128.2,16.5,18.6,476787.0,30562.0,446225.0,97151.0,15396.0,127923.0,205755.0,5.92,424.0,151.0
2015,1508209,Amazônia,384.51513,219.7,129.7,16.5,18.6,352008.0,17955.0,334053.0,63898.0,30951.0,99273.0,139930.0,,,339.0
2011,1508209,Amazônia,384.51513,217.6,131.8,16.5,18.6,217814.0,10482.0,207333.0,39332.0,9292.0,64321.0,94387.0,,,466.0
2008,1508209,Amazônia,384.51513,217.0,132.4,16.5,18.6,142933.0,7087.0,135846.0,26542.0,6227.0,40845.0,62232.0,,,374.0
2003,1500107,Amazônia,1628.5588,660.1,547.0,13.9,407.6,247947.0,14281.0,233665.0,40052.0,20421.0,76837.0,96356.0,,,4579.0
2012,1500107,Amazônia,1628.5588,694.3,512.8,13.9,407.6,798053.0,51942.0,746112.0,115890.0,36470.0,276895.0,316857.0,,,4519.0
2019,1500107,Amazônia,1628.5588,698.0,509.1,13.9,407.6,1491621.0,120411.0,1371210.0,147547.0,66557.0,553785.0,603320.0,,,2923.0
2008,1500107,Amazônia,1628.5588,684.5,522.6,13.9,407.6,458889.0,23393.0,435496.0,52809.0,44177.0,152107.0,186403.0,,,2160.0
2009,1500107,Amazônia,1628.5588,687.5,519.6,13.9,407.6,509254.0,26787.0,482468.0,62032.0,30267.0,174854.0,215315.0,,,2261.0
2021,1500107,Amazônia,1628.5588,700.9,506.2,13.9,407.6,1949341.0,178723.0,1770618.0,272103.0,73667.0,754254.0,670593.0,7.84,228.0,4180.0
2006,1500107,Amazônia,1628.5588,679.3,527.8,13.9,407.6,362883.0,21450.0,341433.0,50649.0,36050.0,120921.0,133814.0,,,2256.0
2004,1500107,Amazônia,1628.5588,671.6,535.5,13.9,407.6,295111.0,15643.0,279467.0,43695.0,32634.0,96235.0,106904.0,,,5390.0
2014,1500107,Amazônia,1628.5588,694.9,512.2,13.9,407.6,1056559.0,79489.0,977070.0,125398.0,60021.0,391209.0,400442.0,,,4682.0
2020,1500107,Amazônia,1628.5588,699.2,507.9,13.9,407.6,1659693.0,135420.0,1524273.0,234488.0,66174.0,576005.0,647605.0,6.02,390.0,3418.0
2015,1500107,Amazônia,1628.5588,695.5,511.6,13.9,407.6,1192555.0,91263.0,1101292.0,148360.0,62859.0,440296.0,449777.0,,,4819.0
2016,1500107,Amazônia,1628.5588,695.9,511.2,13.9,407.6,1246639.0,95125.0,1151514.0,140529.0,58485.0,464340.0,488159.0,,,4711.0
2017,1500107,Amazônia,1628.5588,697.1,510.0,13.9,407.6,1337353.0,98662.0,1238691.0,168016.0,64818.0,478638.0,527219.0,,,8985.0
2007,1500107,Amazônia,1628.5588,683.3,523.8,13.9,407.6,415535.0,20762.0,394773.0,52303.0,42999.0,140051.0,159421.0,,,1820.0
2002,1500107,Amazônia,1628.5588,657.6,549.5,13.9,407.6,224354.0,10463.0,213891.0,38153.0,22444.0,67324.0,85969.0,,,4323.0
2018,1500107,Amazônia,1628.5588,697.7,509.4,13.9,407.6,1413517.0,104379.0,1309137.0,160293.0,65828.0,525133.0,557884.0,,,3405.0
2013,1500107,Amazônia,1628.5588,694.7,512.4,13.9,407.6,891428.0,61559.0,829869.0,136078.0,37867.0,300364.0,355560.0,,,4342.0
2010,1500107,Amazônia,1628.5588,691.3,515.8,13.9,407.6,583793.0,36993.0,546801.0,71933.0,31240.0,201655.0,241973.0,,,3364.0
2011,1500107,Amazônia,1628.5588,692.1,515.0,13.9,407.6,709884.0,47599.0,662284.0,88435.0,44167.0,247545.0,282137.0,,,3597.0
2005,1500107,Amazônia,1628.5588,674.8,532.3,13.9,407.6,320742.0,17327.0,303415.0,43584.0,30023.0,105546.0,124263.0,,,2250.0
2003,1501956,Amazônia,2468.50136,1097.5,1362.6,0.0,8.4,30038.0,664.0,29375.0,9134.0,1911.0,3306.0,15024.0,,,4710.0
2017,1501956,Amazônia,2468.50136,1480.6,979.5,0.0,8.4,188110.0,5228.0,182882.0,42532.0,5823.0,25492.0,109035.0,,,4066.0
2016,1501956,Amazônia,2468.50136,1459.6,1000.5,0.0,8.4,171922.0,4716.0,167206.0,35442.0,5661.0,26377.0,99727.0,,,896.0
2021,1501956,Amazônia,2468.50136,1565.9,894.2,0.0,8.4,227634.0,5616.0,222018.0,43547.0,6337.0,28308.0,143827.0,,,2448.0
2013,1501956,Amazônia,2468.50136,1427.3,1032.8,0.0,8.4,139360.0,2658.0,136702.0,40130.0,4673.0,17054.0,74845.0,,,1613.0
2014,1501956,Amazônia,2468.50136,1437.8,1022.3,0.0,8.4,142851.0,3233.0,139618.0,31280.0,4836.0,19590.0,83913.0,,,2240.0
2018,1501956,Amazônia,2468.50136,1499.7,960.4,0.0,8.4,179381.0,4875.0,174506.0,31907.0,5273.0,25887.0,111439.0,,,2917.0
2007,1501956,Amazônia,2468.50136,1230.7,1229.4,0.0,8.4,46166.0,1018.0,45149.0,12534.0,3094.0,6279.0,23241.0,,,2114.0
2009,1501956,Amazônia,2468.50136,1335.9,1124.2,0.0,8.4,55499.0,1520.0,53979.0,10537.0,2738.0,8564.0,32141.0,,,3252.0
2019,1501956,Amazônia,2468.50136,1522.5,937.6,0.0,8.4,182757.0,5434.0,177323.0,25042.0,5530.0,26430.0,120321.0,,,3080.0
2002,1501956,Amazônia,2468.50136,1049.8,1410.3,0.0,8.4,27048.0,548.0,26500.0,8434.0,1874.0,3211.0,12981.0,,,4438.0
2010,1501956,Amazônia,2468.50136,1394.7,1065.4,0.0,8.4,76673.0,1690.0,74983.0,15211.0,3852.0,8875.0,47045.0,,,3592.0
2011,1501956,Amazônia,2468.50136,1419.0,1041.1,0.0,8.4,93804.0,1863.0,91940.0,20973.0,4057.0,11077.0,55833.0,,,2397.0
2005,1501956,Amazônia,2468.50136,1192.9,1267.2,0.0,8.4,34509.0,720.0,33789.0,7789.0,2565.0,4267.0,19168.0,,,1701.0
2008,1501956,Amazônia,2468.50136,1254.1,1206.0,0.0,8.4,52168.0,1101.0,51067.0,12858.0,3285.0,7245.0,27680.0,,,2770.0
2020,1501956,Amazônia,2468.50136,1550.4,909.7,0.0,8.4,215937.0,6618.0,209319.0,43405.0,6387.0,29148.0,130380.0,,,2504.0
2012,1501956,Amazônia,2468.50136,1422.3,1037.8,0.0,8.4,100614.0,1853.0,98761.0,24031.0,-174.0,12965.0,61938.0,,,1567.0
2004,1501956,Amazônia,2468.50136,1106.1,1354.0,0.0,8.4,31352.0,631.0,30721.0,7877.0,2758.0,3467.0,16619.0,,,2097.0
2006,1501956,Amazônia,2468.50136,1230.1,1230.0,0.0,8.4,38280.0,731.0,37549.0,9053.0,2133.0,4610.0,21753.0,,,1754.0
2015,1501956,Amazônia,2468.50136,1450.4,1009.7,0.0,8.4,151957.0,3879.0,148078.0,30712.0,5347.0,21063.0,90956.0,,,1789.0
2003,1506187,Amazônia,8234.29623,4715.7,3518.6,0.0,0.0,164705.0,10064.0,154640.0,43334.0,31896.0,40446.0,38963.0,,,37513.0
2018,1506187,Amazônia,8234.29623,5558.7,2675.6,0.0,0.0,531514.0,29885.0,501629.0,95885.0,39281.0,161846.0,204617.0,,,17530.0
2014,1506187,Amazônia,8234.29623,5469.9,2764.4,0.0,0.0,469637.0,26588.0,443048.0,121372.0,53418.0,128355.0,139904.0,,,25285.0
2021,1506187,Amazônia,8234.29623,5663.7,2570.6,0.0,0.0,734050.0,63277.0,670773.0,176745.0,41617.0,221511.0,230901.0,7.24,272.0,5012.0
2013,1506187,Amazônia,8234.29623,5447.5,2786.8,0.0,0.0,394626.0,23012.0,371614.0,106012.0,28968.0,110363.0,126271.0,,,26713.0
2015,1506187,Amazônia,8234.29623,5488.9,2745.4,0.0,0.0,481472.0,27070.0,454403.0,133647.0,36458.0,129702.0,154597.0,,,25149.0
2007,1506187,Amazônia,8234.29623,5241.3,2993.0,0.0,0.0,254099.0,15911.0,238188.0,50562.0,51141.0,76199.0,60287.0,,,26175.0
2019,1506187,Amazônia,8234.29623,5592.8,2641.5,0.0,0.0,533208.0,34894.0,498314.0,85143.0,35052.0,170546.0,207572.0,,,714.0
2012,1506187,Amazônia,8234.29623,5418.2,2816.1,0.0,0.0,342576.0,21661.0,320916.0,91454.0,8060.0,108273.0,113129.0,,,3247.0
2004,1506187,Amazônia,8234.29623,4933.0,3301.3,0.0,0.0,197009.0,11659.0,185350.0,45932.0,43965.0,53201.0,42252.0,,,26967.0
2009,1506187,Amazônia,8234.29623,5325.2,2909.1,0.0,0.0,290617.0,13817.0,276799.0,90050.0,28401.0,81230.0,77119.0,,,3356.0
2005,1506187,Amazônia,8234.29623,5113.1,3121.2,0.0,0.0,217383.0,14243.0,203139.0,52019.0,42129.0,60724.0,48268.0,,,30106.0
2002,1506187,Amazônia,8234.29623,4659.1,3575.2,0.0,0.0,147374.0,8131.0,139243.0,33470.0,33322.0,37028.0,35423.0,,,31367.0
2008,1506187,Amazônia,8234.29623,5294.8,2939.5,0.0,0.0,264783.0,15201.0,249582.0,63421.0,39248.0,78791.0,68122.0,,,31863.0
2020,1506187,Amazônia,8234.29623,5629.1,2605.2,0.0,0.0,629544.0,46533.0,583011.0,120457.0,41481.0,189502.0,231570.0,7.2,272.0,2549.0
2010,1506187,Amazônia,8234.29623,5377.9,2856.4,0.0,0.0,333880.0,17795.0,316085.0,106700.0,38885.0,87698.0,82802.0,,,5131.0
2006,1506187,Amazônia,8234.29623,5156.1,3078.2,0.0,0.0,226993.0,14367.0,212625.0,49725.0,46558.0,64056.0,52286.0,,,29810.0
2017,1506187,Amazônia,8234.29623,5534.5,2699.8,0.0,0.0,520484.0,28952.0,491533.0,109456.0,36268.0,153703.0,192105.0,,,9173.0
2011,1506187,Amazônia,8234.29623,5404.3,2830.0,0.0,0.0,389633.0,20462.0,369170.0,129876.0,36351.0,103063.0,99880.0,,,6007.0
2016,1506187,Amazônia,8234.29623,5515.3,2719.0,0.0,0.0,518442.0,29619.0,488823.0,120448.0,34947.0,152995.0,180433.0,,,7635.0
2015,1507151,Amazônia,1401.87873,1294.1,107.8,0.0,0.0,220134.0,12847.0,207287.0,51291.0,12764.0,65254.0,77977.0,,,7243.0
2018,1507151,Amazônia,1401.87873,1299.3,102.6,0.0,0.0,280955.0,15211.0,265744.0,75522.0,15706.0,78951.0,95565.0,,,7471.0
2009,1507151,Amazônia,1401.87873,1280.2,121.7,0.0,0.0,98007.0,5432.0,92576.0,18528.0,3491.0,33124.0,37433.0,,,1787.0
2011,1507151,Amazônia,1401.87873,1287.5,114.4,0.0,0.0,139066.0,6732.0,132334.0,37686.0,5599.0,37994.0,51054.0,,,1924.0
2008,1507151,Amazônia,1401.87873,1270.3,131.6,0.0,0.0,80553.0,3012.0,77541.0,17719.0,3392.0,23125.0,33305.0,,,2018.0
2017,1507151,Amazônia,1401.87873,1298.3,103.6,0.0,0.0,272450.0,15445.0,257005.0,71637.0,16055.0,77258.0,92055.0,,,7819.0
2013,1507151,Amazônia,1401.87873,1290.8,111.1,0.0,0.0,160958.0,7623.0,153335.0,36887.0,7436.0,43626.0,65386.0,,,10067.0
2007,1507151,Amazônia,1401.87873,1260.6,141.3,0.0,0.0,74063.0,2799.0,71264.0,18139.0,2590.0,20918.0,29617.0,,,2944.0
2005,1507151,Amazônia,1401.87873,1247.6,154.3,0.0,0.0,64976.0,2829.0,62148.0,22628.0,2017.0,16640.0,20863.0,,,2652.0
2020,1507151,Amazônia,1401.87873,1302.4,99.5,0.0,0.0,303527.0,19529.0,283998.0,75463.0,15341.0,81205.0,111989.0,,,7810.0
2003,1507151,Amazônia,1401.87873,1197.6,204.3,0.0,0.0,46047.0,2154.0,43893.0,11855.0,2026.0,11072.0,18940.0,,,526.0
2019,1507151,Amazônia,1401.87873,1300.8,101.1,0.0,0.0,284573.0,15572.0,269001.0,77033.0,15218.0,77976.0,98774.0,,,8469.0
2021,1507151,Amazônia,1401.87873,1303.9,98.0,0.0,0.0,359021.0,22485.0,336536.0,107269.0,13817.0,90944.0,124505.0,,,7823.0
2012,1507151,Amazônia,1401.87873,1288.4,113.5,0.0,0.0,144470.0,6252.0,138217.0,43969.0,-1750.0,40468.0,55530.0,,,10817.0
2002,1507151,Amazônia,1401.87873,1169.1,232.8,0.0,0.0,41839.0,1583.0,40256.0,8315.0,1880.0,10524.0,19537.0,,,386.0
2016,1507151,Amazônia,1401.87873,1296.7,105.2,0.0,0.0,251103.0,15961.0,235142.0,58924.0,13764.0,79950.0,82504.0,,,7549.0
2010,1507151,Amazônia,1401.87873,1285.6,116.3,0.0,0.0,113690.0,5237.0,108453.0,29613.0,4321.0,31061.0,43458.0,,,2209.0
2004,1507151,Amazônia,1401.87873,1227.0,174.9,0.0,0.0,60249.0,2288.0,57961.0,21306.0,2775.0,14478.0,19402.0,,,764.0
2006,1507151,Amazônia,1401.87873,1249.2,152.7,0.0,0.0,75423.0,3461.0,71962.0,22443.0,2516.0,20024.0,26980.0,,,3382.0
2014,1507151,Amazônia,1401.87873,1293.2,108.7,0.0,0.0,177494.0,9801.0,167693.0,36176.0,11640.0,51236.0,68641.0,,,9772.0
2004,1501709,Amazônia,2127.68146,1689.2,438.5,0.0,0.0,240536.0,14784.0,225752.0,45165.0,24637.0,79918.0,76031.0,,,760.0
2007,1501709,Amazônia,2127.68146,1699.0,428.7,0.0,0.0,357014.0,20643.0,336372.0,67955.0,20690.0,130038.0,117689.0,,,728.0
2005,1501709,Amazônia,2127.68146,1694.8,432.9,0.0,0.0,255689.0,15522.0,240167.0,52204.0,17727.0,85379.0,84857.0,,,621.0
2009,1501709,Amazônia,2127.68146,1706.3,421.4,0.0,0.0,433293.0,25743.0,407550.0,60912.0,21749.0,162672.0,162217.0,,,473.0
2015,1501709,Amazônia,2127.68146,1711.7,416.0,0.0,0.0,976997.0,57146.0,919851.0,190377.0,70469.0,319424.0,339581.0,,,574.0
2013,1501709,Amazônia,2127.68146,1710.1,417.6,0.0,0.0,978372.0,42624.0,935748.0,321411.0,55631.0,272264.0,286442.0,,,595.0
2014,1501709,Amazônia,2127.68146,1711.2,416.5,0.0,0.0,912212.0,47878.0,864334.0,204294.0,59945.0,293743.0,306353.0,,,591.0
2018,1501709,Amazônia,2127.68146,1712.6,415.1,0.0,0.0,1127614.0,74391.0,1053224.0,147070.0,73252.0,411515.0,421387.0,,,938.0
2019,1501709,Amazônia,2127.68146,1712.8,414.9,0.0,0.0,1162529.0,85218.0,1077311.0,129709.0,69803.0,420487.0,457312.0,,,1118.0
2016,1501709,Amazônia,2127.68146,1711.7,416.0,0.0,0.0,1047905.0,63018.0,984887.0,195238.0,68813.0,363275.0,357562.0,,,837.0
2003,1501709,Amazônia,2127.68146,1686.7,441.0,0.0,0.0,212262.0,13887.0,198375.0,45168.0,17823.0,66179.0,69205.0,,,579.0
2006,1501709,Amazônia,2127.68146,1698.4,429.3,0.0,0.0,303425.0,18733.0,284692.0,59087.0,21137.0,106517.0,97950.0,,,651.0
2010,1501709,Amazônia,2127.68146,1709.0,418.7,0.0,0.0,509272.0,29443.0,479829.0,83843.0,30975.0,175152.0,189859.0,,,484.0
2002,1501709,Amazônia,2127.68146,1665.0,462.7,0.0,0.0,182841.0,8851.0,173991.0,40014.0,13248.0,55323.0,65406.0,,,469.0
2011,1501709,Amazônia,2127.68146,1709.9,417.8,0.0,0.0,612982.0,33690.0,579292.0,119601.0,36304.0,201621.0,221766.0,,,549.0
2020,1501709,Amazônia,2127.68146,1713.2,414.5,0.0,0.0,1379843.0,102975.0,1276868.0,233265.0,81256.0,454721.0,507625.0,7.88,190.0,1926.0
2012,1501709,Amazônia,2127.68146,1710.1,417.6,0.0,0.0,756414.0,38225.0,718189.0,172723.0,48582.0,250209.0,246676.0,,,640.0
2021,1501709,Amazônia,2127.68146,1713.5,414.2,0.0,0.0,1389573.0,112283.0,1277290.0,185795.0,72633.0,465302.0,553560.0,6.62,327.0,1364.0
2017,1501709,Amazônia,2127.68146,1712.3,415.4,0.0,0.0,1116023.0,67078.0,1048945.0,188255.0,70515.0,383102.0,407072.0,,,862.0
2008,1501709,Amazônia,2127.68146,1700.2,427.5,0.0,0.0,395128.0,22574.0,372554.0,73109.0,19665.0,142570.0,137210.0,,,421.0
2009,1508100,Amazônia,2052.21112,707.8,847.5,4.7,492.2,1726210.0,67173.0,1659038.0,36310.0,1113160.0,297637.0,211930.0,,,2301.0
2018,1508100,Amazônia,2052.21112,821.8,733.5,4.7,492.2,7481522.0,104423.0,7377099.0,76295.0,6237188.0,549961.0,513655.0,,,868.0
2010,1508100,Amazônia,2052.21112,744.5,810.8,4.7,492.2,2566105.0,72650.0,2493455.0,43415.0,1917159.0,296431.0,236451.0,,,2495.0
2008,1508100,Amazônia,2052.21112,705.7,849.6,4.7,492.2,2457002.0,50156.0,2406846.0,25257.0,1949366.0,264074.0,168148.0,,,1359.0
2020,1508100,Amazônia,2052.21112,838.6,716.7,4.7,492.2,4571016.0,119326.0,4451691.0,55952.0,3293903.0,525310.0,576526.0,3.98,596.0,914.0
2012,1508100,Amazônia,2052.21112,761.9,793.4,4.7,492.2,2922725.0,85437.0,2837288.0,66040.0,2069741.0,387226.0,314281.0,,,1887.0
2015,1508100,Amazônia,2052.21112,789.4,765.9,4.7,492.2,4409818.0,99525.0,4310293.0,89189.0,3313252.0,488653.0,419198.0,,,1522.0
2011,1508100,Amazônia,2052.21112,753.4,801.9,4.7,492.2,2799475.0,76819.0,2722656.0,48357.0,2045276.0,349370.0,279653.0,,,2858.0
2019,1508100,Amazônia,2052.21112,830.0,725.3,4.7,492.2,5301010.0,115059.0,5185951.0,46386.0,4079964.0,547316.0,512285.0,,,906.0
2017,1508100,Amazônia,2052.21112,805.6,749.7,4.7,492.2,6461838.0,102965.0,6358873.0,105385.0,5216676.0,533921.0,502892.0,,,1248.0
2002,1508100,Amazônia,2052.21112,592.9,962.4,4.7,492.2,1148637.0,52610.0,1096027.0,14906.0,876345.0,113738.0,91037.0,,,2588.0
2003,1508100,Amazônia,2052.21112,612.1,943.2,4.7,492.2,1099767.0,36603.0,1063164.0,17703.0,828578.0,116356.0,100526.0,,,3065.0
2005,1508100,Amazônia,2052.21112,650.1,905.2,4.7,492.2,1635831.0,44308.0,1591524.0,22080.0,1264537.0,170187.0,134720.0,,,3637.0
2021,1508100,Amazônia,2052.21112,853.0,702.3,4.7,492.2,5614501.0,153508.0,5460994.0,73737.0,4178636.0,617834.0,590787.0,6.95,301.0,673.0
2014,1508100,Amazônia,2052.21112,766.2,789.1,4.7,492.2,2950660.0,93027.0,2857633.0,80191.0,1926019.0,460224.0,391199.0,,,10986.0
2006,1508100,Amazônia,2052.21112,667.0,888.3,4.7,492.2,1847043.0,47151.0,1799892.0,25030.0,1449704.0,188470.0,136689.0,,,3473.0
2016,1508100,Amazônia,2052.21112,798.5,756.8,4.7,492.2,4356154.0,105623.0,4250531.0,107796.0,3167816.0,540844.0,434075.0,,,1073.0
2013,1508100,Amazônia,2052.21112,762.7,792.6,4.7,492.2,3655059.0,76943.0,3578116.0,80017.0,2826568.0,355432.0,316100.0,,,2241.0
2007,1508100,Amazônia,2052.21112,678.9,876.4,4.7,492.2,2248566.0,48149.0,2200416.0,21666.0,1785331.0,239312.0,154107.0,,,2414.0
2004,1508100,Amazônia,2052.21112,642.5,912.8,4.7,492.2,1363488.0,35771.0,1327718.0,18741.0,1047558.0,148871.0,112547.0,,,3447.0
2004,1502152,Amazônia,3148.29984,1707.2,1334.6,106.4,0.1,465099.0,52219.0,412880.0,24475.0,300951.0,69014.0,18440.0,,,605.0
2011,1502152,Amazônia,3148.29984,1737.3,1304.5,106.4,0.1,2947457.0,78782.0,2868675.0,31793.0,2373056.0,375006.0,88820.0,,,672.0
2017,1502152,Amazônia,3148.29984,1745.5,1296.3,106.4,0.1,4089225.0,192585.0,3896640.0,65250.0,2843280.0,723150.0,264960.0,,,412.0
2009,1502152,Amazônia,3148.29984,1734.9,1306.9,106.4,0.1,710918.0,55097.0,655821.0,20841.0,427152.0,139127.0,68701.0,,,731.0
2006,1502152,Amazônia,3148.29984,1721.3,1320.5,106.4,0.1,630993.0,50792.0,580201.0,24065.0,419504.0,107498.0,29135.0,,,1772.0
2012,1502152,Amazônia,3148.29984,1737.6,1304.2,106.4,0.1,3207827.0,124173.0,3083654.0,33802.0,2501338.0,442875.0,105638.0,,,837.0
2002,1502152,Amazônia,3148.29984,1680.9,1360.9,106.4,0.1,69857.0,14611.0,55246.0,14436.0,21178.0,9748.0,9884.0,,,356.0
2008,1502152,Amazônia,3148.29984,1734.0,1307.8,106.4,0.1,1234877.0,70834.0,1164043.0,21418.0,913341.0,181647.0,47637.0,,,868.0
2010,1502152,Amazônia,3148.29984,1736.2,1305.6,106.4,0.1,2120092.0,71559.0,2048533.0,28604.0,1666397.0,281700.0,71832.0,,,874.0
2003,1502152,Amazônia,3148.29984,1697.8,1344.0,106.4,0.1,146316.0,43580.0,102736.0,20328.0,49426.0,18199.0,14783.0,,,376.0
2016,1502152,Amazônia,3148.29984,1744.1,1297.7,106.4,0.1,2396141.0,340719.0,2055422.0,62214.0,1215960.0,510167.0,267082.0,,,376.0
2005,1502152,Amazônia,3148.29984,1720.6,1321.2,106.4,0.1,581460.0,31283.0,550176.0,26531.0,403842.0,93007.0,26796.0,,,1450.0
2014,1502152,Amazônia,3148.29984,1739.3,1302.5,106.4,0.1,2802921.0,225241.0,2577680.0,44953.0,1894072.0,469279.0,169376.0,,,726.0
2021,1502152,Amazônia,3148.29984,1751.9,1289.9,106.4,0.1,34989610.0,525207.0,34464403.0,111001.0,30877742.0,3066395.0,409265.0,,,491.0
2018,1502152,Amazônia,3148.29984,1746.5,1295.3,106.4,0.1,7106492.0,191866.0,6914626.0,65097.0,5404420.0,1175046.0,270064.0,,,404.0
2020,1502152,Amazônia,3148.29984,1749.5,1292.3,106.4,0.1,22503439.0,371233.0,22132206.0,86816.0,19434024.0,2227431.0,383934.0,,,490.0
2015,1502152,Amazônia,3148.29984,1742.0,1299.8,106.4,0.1,3478390.0,229115.0,3249276.0,51518.0,2412614.0,572357.0,212786.0,,,426.0
2013,1502152,Amazônia,3148.29984,1737.9,1303.9,106.4,0.1,3483478.0,155290.0,3328188.0,37425.0,2670766.0,483837.0,136160.0,,,771.0
2019,1502152,Amazônia,3148.29984,1747.6,1294.2,106.4,0.1,10704887.0,260055.0,10444832.0,65668.0,8476003.0,1597262.0,305900.0,,,445.0
2007,1502152,Amazônia,3148.29984,1725.1,1316.7,106.4,0.1,634934.0,85423.0,549511.0,19830.0,362115.0,126269.0,41297.0,,,1393.0
2008,1508126,Amazônia,5097.40478,3342.7,1754.7,0.0,0.0,451127.0,19279.0,431848.0,233195.0,89755.0,61404.0,47494.0,,,47967.0
2009,1508126,Amazônia,5097.40478,3386.2,1711.2,0.0,0.0,529673.0,18195.0,511478.0,308049.0,72913.0,73798.0,56718.0,,,42406.0
2004,1508126,Amazônia,5097.40478,2986.7,2110.7,0.0,0.0,349519.0,10808.0,338711.0,186641.0,81909.0,46320.0,23841.0,,,49457.0
2012,1508126,Amazônia,5097.40478,3459.0,1638.4,0.0,0.0,828084.0,29332.0,798753.0,492709.0,113676.0,92405.0,99962.0,,,5673.0
2014,1508126,Amazônia,5097.40478,3473.1,1624.3,0.0,0.0,1210198.0,32258.0,1177940.0,770236.0,135865.0,138672.0,133168.0,,,3886.0
2018,1508126,Amazônia,5097.40478,3535.6,1561.8,0.0,0.0,1330085.0,38348.0,1291737.0,816638.0,116157.0,165685.0,193257.0,,,868.0
2019,1508126,Amazônia,5097.40478,3553.9,1543.5,0.0,0.0,1589798.0,42661.0,1547137.0,1018656.0,142286.0,178572.0,207623.0,,,14256.0
2002,1508126,Amazônia,5097.40478,2741.7,2355.7,0.0,0.0,327904.0,8170.0,319734.0,213870.0,48469.0,39630.0,17765.0,,,54173.0
2003,1508126,Amazônia,5097.40478,2760.7,2336.7,0.0,0.0,360256.0,8530.0,351725.0,237028.0,52130.0,41586.0,20981.0,,,58141.0
2006,1508126,Amazônia,5097.40478,3178.0,1919.4,0.0,0.0,428233.0,16600.0,411633.0,210541.0,111142.0,59628.0,30322.0,,,47963.0
2017,1508126,Amazônia,5097.40478,3529.1,1568.3,0.0,0.0,1245238.0,37982.0,1207256.0,749385.0,120828.0,152046.0,184997.0,,,773.0
2011,1508126,Amazônia,5097.40478,3428.3,1669.1,0.0,0.0,803723.0,22476.0,781247.0,492101.0,110295.0,91585.0,87266.0,,,79373.0
2013,1508126,Amazônia,5097.40478,3470.1,1627.3,0.0,0.0,1345826.0,31982.0,1313844.0,931054.0,136156.0,129346.0,117289.0,,,9319.0
2021,1508126,Amazônia,5097.40478,3685.7,1411.7,0.0,0.0,1995884.0,55298.0,1940586.0,1376072.0,142737.0,181271.0,240506.0,8.86,136.0,36056.0
2005,1508126,Amazônia,5097.40478,3091.3,2006.1,0.0,0.0,354132.0,15692.0,338440.0,170345.0,89011.0,51153.0,27930.0,,,51192.0
2020,1508126,Amazônia,5097.40478,3610.9,1486.5,0.0,0.0,1858110.0,47285.0,1810825.0,1263407.0,128381.0,191060.0,227977.0,7.85,195.0,18734.0
2010,1508126,Amazônia,5097.40478,3405.4,1692.0,0.0,0.0,545230.0,19261.0,525969.0,288336.0,98557.0,67515.0,71562.0,,,54232.0
2007,1508126,Amazônia,5097.40478,3206.9,1890.5,0.0,0.0,454122.0,18355.0,435767.0,230056.0,102774.0,62763.0,40175.0,,,39185.0
